Genre: Free Form,From: 2023-08-01,Thru: 2024-03-22
Compiled: 2024-03-22 02:15
Show,Date,Track,Dur,Artist,Album,Released,Label,Composer
The LowDown,2023-10-22,Fuzzybrain,3:39,Dayglow,Fuzzybrain,2019,Very Nice Records,""
The LowDown,2023-10-22,"What Was I Made For? [From The Motion Picture ""Barbie""]",3:42,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",2023,Darkroom/Interscope Records,""
The LowDown,2023-10-22,California and Me,3:36,"Laufey, Philharmonia Orchestra",Bewitched,2023,Laufey,""
The LowDown,2023-10-22,To Build A Home,6:10,"The Cinematic Orchestra, Patrick Watson",Ma Fleur,2007,Domino Recording Co,""
The LowDown,2023-10-22,Lights Are On,3:13,Tom Rosenthal,Z-Sides,2018,Tinpot Records,""
The LowDown,2023-10-22,Fourth of July,4:39,Sufjan Stevens,Carrie & Lowell,2015,Asthmatic Kitty,""
The LowDown,2023-10-22,For the First Time,3:02,Mac DeMarco,This Old Dog,2017,Captured Tracks,""
The LowDown,2023-10-22,rises the moon,2:41,Liana Flores,recently,2019,liana flores,""
The LowDown,2023-10-22,j's lullaby (darlin' i'd wait for you),4:49,Delaney Bailey,(i would have followed you),2022,Clean Slate,""
The LowDown,2023-10-22,Bubble Gum,2:55,Clairo,Bubble Gum,2019,Independent,""
The LowDown,2023-10-22,The Gold - Phoebe Bridgers Version,3:53,"Manchester Orchestra, Phoebe Bridgers",The Gold (Phoebe Bridgers Version),2018,Dead Oceans,""
The LowDown,2023-10-22,midnight love,3:13,girl in red,if i could make it go quiet,2021,world in red,""
The LowDown,2023-10-22,ur so pretty,2:12,Wasia Project,how can i pretend?,2022,LAOLAO Records,""
The LowDown,2023-10-22,First Love/Late Spring,4:38,Mitski,Bury Me At Makeout Creek,2014,Dead Oceans,""
Milfin Mixtape,2023-10-22,Fumblin' With The Blues,3:02,Tom Waits,The Heart Of Saturday Night (Remastered),1974,Anti/Epitaph,""
Milfin Mixtape,2023-10-22,I Just Wanna Make Love To You,3:54,"Jimmy Smith, Dr. John, Etta James",Dot Com Blues,2001,Blue Thumb,""
Milfin Mixtape,2023-10-22,Summertime,2:53,Billie Holiday,Lady Day: The Complete Billie Holiday On Columbia (1933-1944),1933,Columbia/Legacy,""
Milfin Mixtape,2023-10-22,I Put A Spell On You,2:35,Nina Simone,I Put A Spell On You,1965,Verve Reissues,""
Milfin Mixtape,2023-10-22,"Down in New Orleans - From ""The Princess and the Frog""/Soundtrack Version",2:25,Dr. John,The Princess and the Frog,2009,Walt Disney Records,""
Milfin Mixtape,2023-10-22,Damn Your Eyes,4:11,Etta James,Seven Year Itch,1989,Island Records,""
Milfin Mixtape,2023-10-22,Voodoo Woman,3:48,Koko Taylor,Deluxe Edition,2002,Alligator Records,""
Milfin Mixtape,2023-10-22,Strange Fruit,3:12,Billie Holiday,Billie Holiday,1957,Verve Reissues,""
Milfin Mixtape,2023-10-22,Children Will Listen,2:41,Eleri Ward,A Perfect Little Death,2021,Ghostlight Records,""
Milfin Mixtape,2023-10-22,"Once Upon a Dream - From ""Maleficent"" / Pop Version",3:23,Lana Del Rey,"Once Upon a Dream (from ""Maleficent"") [Original Motion Picture Soundtrack]",2014,Walt Disney Records,""
Milfin Mixtape,2023-10-22,"Friends on the Other Side - From ""The Princess and the Frog"" / Soundtrack Version",3:34,Keith David,The Princess and the Frog,2009,Walt Disney Records,""
Milfin Mixtape,2023-10-22,"Mother Knows Best - From ""Tangled""/Soundtrack Version",3:10,Donna Murphy,Tangled,2010,Walt Disney Records,""
Milfin Mixtape,2023-10-22,In My Dreams,3:28,Christy Altomare,Anastasia (Original Broadway Cast Recording),2017,Broadway Records,""
Milfin Mixtape,2023-10-22,"Tag, You're It",3:09,Melanie Martinez,Cry Baby (Deluxe Edition),2015,Atlantic Records,""
Milfin Mixtape,2023-10-22,In the Woods Somewhere,5:31,Hozier,Hozier (Expanded Edition),2014,Columbia,""
Milfin Mixtape,2023-10-22,Summertime Sadness & DJ Got Us Fallin' in Love (Mashup) - Remix,3:48,ROSE BEAT,Summertime Sadness & DJ Got Us Fallin' in Love (Mashup Remix),2023,ROSE BEAT,""
Milfin Mixtape,2023-10-22,This Is What You Came For - R3hab vs Henry Fong Remix,4:18,"Calvin Harris, Rihanna, R3HAB, Henry Fong",This Is What You Came For (Remixes),2016,Columbia,""
Milfin Mixtape,2023-10-22,Toxic VS Pony (Mashup) - Remix,2:57,ROSE BEAT,Toxic VS Pony (Mashup Remix),2023,ROSE BEAT,""
Milfin Mixtape,2023-10-22,September VS Congratulations - Remix,3:35,"ROSE BEAT, Lipa DJ",September VS Congratulations,2022,ROSE BEAT,""
Milfin Mixtape,2023-10-22,Jealous - Remix,3:42,"Nick Jonas, Tinashe",Nick Jonas X2,2015,Safehouse Records / Island Records,""
Milfin Mixtape,2023-10-22,Coming Home,3:26,Leon Bridges,Coming Home (Deluxe),2015,Columbia,""
Milfin Mixtape,2023-10-22,At Last,2:59,Etta James,At Last!,1960,Geffen*,""
Milfin Mixtape,2023-10-22,Unchained Melody,3:38,The Righteous Brothers,Just Once In My Life,1965,Universal Records,""
Milfin Mixtape,2023-10-22,Il Mondo,2:45,Jimmy Fontana,40 Grandi Successi,2017,Jimmy Fontana,""
Milfin Mixtape,2023-10-22,Moon River,3:08,Frank Ocean,Moon River,2018,Blonded,""
Milfin Mixtape,2023-10-22,Maneater,4:18,Nelly Furtado,Loose,2006,Mosley / Geffen,""
Milfin Mixtape,2023-10-22,Water,3:20,Tyla,Water,2023,FAX Records/Epic,""
Evening Dance Masquerade,2023-10-22,"The Black Hawk War, Or, How to Demolish an Entire Civilization and Still Feel Good About Yourself In the Morning, Or, We Apologize for the Inconvenience But You're Going to Have to Leave Now, Or...",2:14,Sufjan Stevens,Illinois,2005,Asthmatic Kitty,""
Evening Dance Masquerade,2023-10-22,Movies,5:53,Weyes Blood,Titanic Rising,2019,Sub Pop Records,""
Evening Dance Masquerade,2023-10-22,Eyes Without a Face,4:46,Marsheaux,E-Bay Queen Is Dead,2012,Undo,""
Evening Dance Masquerade,2023-10-22,How to Disappear Completely,5:56,Radiohead,Kid A,2000,XL Recordings,""
Evening Dance Masquerade,2023-10-22,Darkness,6:19,Sweet Trip,You Will Never Know Why,2009,Darla,""
Evening Dance Masquerade,2023-10-22,Gold Dust,2:05,Duster,Stratosphere,1998,Numero Group,""
Evening Dance Masquerade,2023-10-22,Irresistible,3:13,Deafheaven,Sunbather,2013,Deathwish Inc.,""
Evening Dance Masquerade,2023-10-22,Sea,1:48,Low,I Could Live In Hope,1994,Astralwerks,""
Evening Dance Masquerade,2023-10-22,Cupid De Locke - Remastered 2012,2:50,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),1995,Virgin Records,""
Evening Dance Masquerade,2023-10-22,Star,2:59,Mitski,The Land Is Inhospitable and So Are We,2023,Dead Oceans,""
Evening Dance Masquerade,2023-10-22,Another Go Around,3:41,Beach House,Once Twice Melody,2022,Sub Pop Records,""
Evening Dance Masquerade,2023-10-22,Tenderness,4:01,Jay Som,Anak Ko,2019,Polyvinyl Records,""
Evening Dance Masquerade,2023-10-22,Ladies and gentlemen we are floating in space,3:54,Spiritualized,Ladies and gentlemen we are floating in space,1997,Fat Possum,""
Evening Dance Masquerade,2023-10-22,Cherry-coloured Funk,3:12,Cocteau Twins,Heaven or Las Vegas,1990,4AD,""
Evening Dance Masquerade,2023-10-22,Eyes Be Closed,4:47,Washed Out,Within and Without,2011,Sub Pop Records,""
Evening Dance Masquerade,2023-10-22,Wherever You Go,3:26,Beach House,B-Sides and Rarities,2017,Apple Orchard Music,""
Evening Dance Masquerade,2023-10-22,Paracosm,6:32,Washed Out,Paracosm,2013,Sub Pop Records,""
Evening Dance Masquerade,2023-10-22,Fountains,1:21,M83,"Hurry Up, We're Dreaming",2011,Mute,""
Evening Dance Masquerade,2023-10-22,Take Care,5:48,Beach House,Teen Dream,2010,Sub Pop Records,""
Evening Dance Masquerade,2023-10-22,PPP,6:08,Beach House,Depression Cherry,2015,Sub Pop Records,""
Evening Dance Masquerade,2023-10-22,Lazuli,5:01,Beach House,Bloom,2012,Sub Pop Records,""
Evening Dance Masquerade,2023-10-22,Haunt,5:10,Washed Out,Purple Noon,2020,Sub Pop Records,""
Evening Dance Masquerade,2023-10-22,Cocoa Hooves,4:31,Glass Animals,ZABA (Deluxe),2014,Wolf Tone,""
Evening Dance Masquerade,2023-10-22,Outro,4:07,M83,"Hurry Up, We're Dreaming",2011,Mute,""
shoulder grooves,2023-10-23,Inhale / Exhale (with Sabrina Claudio) - VIP,3:01,"Austin Millz, Sabrina Claudio",Inhale / Exhale (with Sabrina Claudio) [VIP],2023,"Ultra Records, LLC",""
shoulder grooves,2023-10-23,Be Your Girl (Kaytranada Edition),4:28,"Teedra Moses, KAYTRANADA",Be Your Girl (Kaytranada Edition),2018,Entertainment One LLC,""
shoulder grooves,2023-10-23,Intimidated (feat H.E.R.),3:28,"KAYTRANADA, H.E.R.",Intimidated,2021,RCA Records,""
shoulder grooves,2023-10-23,Freefall,3:01,"KAYTRANADA, Durand Bernarr",BUBBA,2019,RCA Records,""
shoulder grooves,2023-10-23,Me and Your Mama,6:19,Childish Gambino,"""Awaken, My Love!""",2016,Glassnote Entertainment Group LL,""
shoulder grooves,2023-10-23,Lavender & Red Roses,2:55,"Ibeyi, Jorja Smith",Lavender & Red Roses,2022,XL Recordings Ltd,""
shoulder grooves,2023-10-23,Frio,2:06,Omar Apollo,Frio,2019,"AWAL Recordings America, Inc.",""
shoulder grooves,2023-10-23,Valentina,2:35,Daniel Caesar,NEVER ENOUGH,2023,Hollace Inc.,""
shoulder grooves,2023-10-23,INDECISIVE,3:15,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES,2021,Artium Recordings LLC,""
shoulder grooves,2023-10-23,Won't Be Late (feat. Drake),3:38,Swae Lee,Won't Be Late (feat. Drake),2019,Eardrum Records / Interscope Rec,""
shoulder grooves,2023-10-23,Ginger (feat. Burna Boy),3:16,Wizkid,Made in Lagos,2020,Starboy entertainment Ltd..,""
shoulder grooves,2023-10-23,Dontcha,3:22,The Internet,Feel Good,2013,Odd Future LLC,""
shoulder grooves,2023-10-23,We Need A Resolution (feat. Timbaland),4:03,Aaliyah,Aaliyah,2001,"Blackground Records, LLC",""
shoulder grooves,2023-10-23,Naive,3:46,"Solange, BeyoncÃ©",Solo Star,2002,"1505 Records, Inc.",""
shoulder grooves,2023-10-23,S91,2:53,KAROL G,MAÃANA SERÃ BONITO (BICHOTA SEASON),2023,Bichota/Interscope Records,""
shoulder grooves,2023-10-23,Charmed,2:38,"Î£tella, Redinho",Up and Away,2022,Sub Pop Records,""
shoulder grooves,2023-10-23,I WANT U,1:55,Talia Goddess,I WANT U,2023,TRANCE RECORDS,""
shoulder grooves,2023-10-23,AFTER THE END ft. Yuna,2:12,"clear eyes, Yuna",AFTER THE END ft. Yuna,2023,dreaming of flying,""
shoulder grooves,2023-10-23,Party Girls (feat. Buju Banton),4:00,"Victoria MonÃ©t, Buju Banton",JAGUAR II,2023,Lovett Music/RCA Records,""
shoulder grooves,2023-10-23,Water,3:20,Tyla,Water,2023,FAX Records/Epic,""
shoulder grooves,2023-10-23,None Of My Business,2:31,Tinashe,BB/ANG3L,2023,"Tinashe Music Inc., under exclus",""
shoulder grooves,2023-10-23,Talk To Me Nice,3:49,Tinashe,Talk To Me Nice,2023,"Tinashe Music Inc., under exclus",""
shoulder grooves,2023-10-23,Only Have Eyes 42,2:50,Janelle MonÃ¡e,The Age of Pleasure,2023,Bad Boy Records,""
shoulder grooves,2023-10-23,Te Felicito,2:52,"Shakira, Rauw Alejandro",Te Felicito,2022,Sony Music Latin,""
shoulder grooves,2023-10-23,Try Again,4:44,Aaliyah,Aaliyah,2001,"Blackground Records, LLC",""
shoulder grooves,2023-10-23,Skeletun,3:12,Tekno,Skeletun,2019,Cartel,""
shoulder grooves,2023-10-23,Move on Up - Single Edit,2:45,Curtis Mayfield,Move on Up,1970,Rhino,""
shoulder grooves,2023-10-23,GOODLUCK,3:47,Javi Vera,GOODLUCK,2023,4173539 Records DK,""
shoulder grooves,2023-10-23,Come On Home,5:16,Lijadu Sisters,Horizon Unlimted,1979,Knitting Factory,""
shoulder grooves,2023-10-23,Take Off Your Cool (feat. Norah Jones),2:38,"Outkast, Norah Jones",Speakerboxxx/The Love Below,2003,Arista,""
shoulder grooves,2023-10-23,Life Is Like A Musical,2:14,Outkast,Idlewild,2006,LaFace Records,""
shoulder grooves,2023-10-23,Here Comes The Hotstepper - Heartical Mix,4:10,"Ini Kamoze, Salaam Remi",Here Comes The Hotstepper,1994,Columbia,""
shoulder grooves,2023-10-23,Summer,2:49,Kenya Vaun,Summer,2023,300 Entertainment,""
shoulder grooves,2023-10-23,Breakfast in Bed,1:56,Rayana Jay,Love Me Like,2019,All Angles / EMPIRE,""
Lost and Sound,2023-10-23,One More Year,5:24,Tame Impala,The Slow Rush,2020,Universal Music Australia Pty. L,""
Lost and Sound,2023-10-23,THE ONE,2:40,INJI,THE ONE,2023,Polydor Records,""
Lost and Sound,2023-10-23,waves - Tame Impala Remix,4:13,"Miguel, Tame Impala",Rogue Waves,2016,ByStorm Entertainment/RCA Record,""
Lost and Sound,2023-10-23,Soaked,4:00,BENEE,FIRE ON MARZZ,2019,Republic Records,""
Lost and Sound,2023-10-23,Wishful Thinking,3:33,BENEE,FIRE ON MARZZ,2019,Republic Records,""
Lost and Sound,2023-10-23,Is It True,3:59,Tame Impala,The Slow Rush,2020,Universal Music Australia Pty. L,""
Lost and Sound,2023-10-23,Washing Machine Heart,2:08,Mitski,Be the Cowboy,2018,Dead Oceans,""
Lost and Sound,2023-10-23,Me and My Husband,2:17,Mitski,Be the Cowboy,2018,Dead Oceans,""
Lost and Sound,2023-10-23,First Love/Late Spring,4:38,Mitski,Bury Me At Makeout Creek,2014,Dead Oceans,""
Lost and Sound,2023-10-23,Nobody,3:13,Mitski,Be the Cowboy,2018,Dead Oceans,""
Lost and Sound,2023-10-23,Everlong,4:10,Foo Fighters,The Colour And The Shape,1997,RCA Records Label,""
Lost and Sound,2023-10-23,One Way Or Another - Remastered 2001,3:32,Blondie,One Way Or Another,1979,Capitol Records,""
Lost and Sound,2023-10-23,ballad of a homeschooled girl,3:23,Olivia Rodrigo,GUTS,2023,Olivia Rodrigo PS,""
to the moon and back,2023-10-23,Shatter,"",Maggie Rogers,Surrender,2023,UMG Recordings,""
to the moon and back,2023-10-23,you'll miss me when I'm not around,"",Grimes,Miss Anthropocene,2020,4AD Ltd,""
to the moon and back,2023-10-23,Right,"",Mac Miller,Circles,2020,Warner Records,""
to the moon and back,2023-10-23,Pink + White,"",Frank Ocean,Blonde,2016,Boys Don't Cry,""
to the moon and back,2023-10-23,Jars of It,"",Steve Lacy,The Lo-Fis,2020,L-M Records,""
to the moon and back,2023-10-23,Bullet with Butterfly Wings,"",Smashing Pumpkins,Mellon Collie and the Infinite Sadness,1995,VIRGIN Records,""
to the moon and back,2023-10-23,Guillotine,"",Death Grips,Guillotine - Single,2011,Third Worlds,""
to the moon and back,2023-10-23,Honey,"",Benett Ardi,WOODWOSE,2021,BALEADER,""
to the moon and back,2023-10-23,Circles,"",Mac Miller,Circles,2020,Warner Records,""
to the moon and back,2023-10-23,Tramp Like You,"",Oracle Sisters,Hydranism,2023,22TWENTY,""
to the moon and back,2023-10-23,Nina Cried Power (feat. Mavis Staples),"",Hozier,"Wasteland, Baby!",2019,Columbia Records,""
to the moon and back,2023-10-23,Tonight (feat Ezra Koenig),"",Phoenix,Alpha Zulu,2022,Glassnote Entertainment Group LL,""
to the moon and back,2023-10-23,Molasses,"",Hiatus Kaiyote,Choose Your Weapon,2015,Sony Music Entertainment,""
Warm Cup of Tunes,2023-10-23,sdp interlude,3:11,Travis Scott,Birds In The Trap Sing McKnight,2016,Cactus Jack / Epic,""
Warm Cup of Tunes,2023-10-23,Find a Topic (homies begged),2:46,Isaiah Rashad,The Sun's Tirade,2016,Top Dawg Entertainment,""
Warm Cup of Tunes,2023-10-23,West Coast,4:16,Lana Del Rey,Ultraviolence (Deluxe),2014,Polydor Records,""
Warm Cup of Tunes,2023-10-23,Stargirl Interlude,1:51,"The Weeknd, Lana Del Rey",Starboy,2016,Universal Republic Records,""
Warm Cup of Tunes,2023-10-23,I Wonder,4:03,Kanye West,Graduation,2007,Roc-A-Fella,""
Warm Cup of Tunes,2023-10-23,Love Is Only a Feeling,2:32,Joey Bada$$,Love Is Only a Feeling,2017,Pro Era,""
Warm Cup of Tunes,2023-10-23,8 Out Of 10,3:15,Drake,Scorpion,2018,Cash Money/Drake LP6,""
Warm Cup of Tunes,2023-10-23,90210 (feat. Kacy Hill),5:39,"Travis Scott, Kacy Hill",Rodeo,2015,Cactus Jack / Epic,""
Warm Cup of Tunes,2023-10-23,Let Go,2:56,Aaron May,CHASE,2019,MOVEINTHEAM,""
Warm Cup of Tunes,2023-10-23,Still Not a Player (feat. Joe) - Radio Version,3:56,"Big Pun, Joe",Capital Punishment,1998,LOUD Records,""
Warm Cup of Tunes,2023-10-23,Coastin' (feat. TK Kravitz),2:44,"Nebu Kiniza, TK Kravitz",Coastin' (feat. TK Kravitz),2017,OSHS Records/RCA Records,""
Warm Cup of Tunes,2023-10-23,The Morning,5:12,The Weeknd,Trilogy,2012,Universal Republic Records,""
Warm Cup of Tunes,2023-10-23,Jukebox Joints (feat. Joe Fox & Kanye West),5:23,"A$AP Rocky, Joe Fox, Kanye West",AT.LONG.LAST.A$AP,2015,A$AP Worldwide/Polo Grounds Musi,""
Warm Cup of Tunes,2023-10-23,SKELETONS,2:25,Travis Scott,ASTROWORLD,2018,Cactus Jack / Epic,""
Warm Cup of Tunes,2023-10-23,House Of Balloons / Glass Table Girls,6:45,The Weeknd,Trilogy,2012,Universal Republic Records,""
Warm Cup of Tunes,2023-10-23,Creep,3:58,Radiohead,Pablo Honey,1993,XL Recordings,""
Warm Cup of Tunes,2023-10-23,Eyes Without A Face,4:59,Billy Idol,Rebel Yell,1983,CAPITOL CATALOG MKT (C92),""
Warm Cup of Tunes,2023-10-23,Heaven or Las Vegas,4:58,Cocteau Twins,Heaven or Las Vegas,1990,4AD,""
Warm Cup of Tunes,2023-10-23,Love Language,3:03,SZA,SOS,2022,Top Dawg Entertainment/RCA Recor,""
Warm Cup of Tunes,2023-10-23,Another Late Night (feat. Lil Yachty),2:50,"Drake, Lil Yachty",For All The Dogs,2023,OVO/Republic,""
Warm Cup of Tunes,2023-10-23,TELEKINESIS (feat. SZA & Future),5:53,"Travis Scott, SZA, Future",UTOPIA,2023,Cactus Jack/Epic,""
Warm Cup of Tunes,2023-10-23,Purity (feat. Frank Ocean),4:22,"A$AP Rocky, Frank Ocean",TESTING,2018,A$AP Worldwide/Polo Grounds Musi,""
Warm Cup of Tunes,2023-10-23,Do For Love,4:41,2Pac,R U Still Down? [Remember Me],1997,Interscope,""
Warm Cup of Tunes,2023-10-23,Herside Story,3:03,"GoldLink, Hare Squead",At What Cost,2017,Squaaash Club/RCA Records,""
Warm Cup of Tunes,2023-10-23,Hours In Silence,6:39,"Drake, 21 Savage",Her Loss,2022,OVO / Republic Records,""
Warm Cup of Tunes,2023-10-23,The God Hour,2:35,"A$AP ANT, A$AP Rocky",Lil Black Jean Jacket 3,2022,Marino Infantry,""
Warm Cup of Tunes,2023-10-23,Duvet,3:23,bÃ´a,Twilight,2010,Nettwerk Music Group,""
Warm Cup of Tunes,2023-10-23,It's Called: Freefall,2:32,Rainbow Kitten Surprise,"How to: Friend, Love, Freefall",2018,Elektra (NEK),""
Warm Cup of Tunes,2023-10-23,Good Looking,3:34,Suki Waterhouse,Good Looking,2022,Sub Pop Records,""
Warm Cup of Tunes,2023-10-23,Snap Out Of It,3:13,Arctic Monkeys,AM,2013,Domino Recording Co,""
Warm Cup of Tunes,2023-10-23,About You,5:26,The 1975,Being Funny In A Foreign Language,2022,Dirty Hit,""
Warm Cup of Tunes,2023-10-23,All The Stars (with SZA),3:52,"Kendrick Lamar, SZA",Black Panther The Album Music From And Inspired By,2018,Black Panther (TDE/DMG) PS,""
Warm Cup of Tunes,2023-10-23,"Paint It, Black",3:22,The Rolling Stones,Aftermath,1966,"ABKCO Music and Records, Inc.",""
Curate and Caffeinate,2023-10-24,Электрический ток,"",Увула,Ничего Сверхъестественного,2020,​Домашняя работа,""
Curate and Caffeinate,2023-10-24,Feu rouge,"",Pépite,Virges,2019,AllPoints,""
Curate and Caffeinate,2023-10-24,Città vuota,"",MIna,Studio Uno,2009,Ri Fi Record,""
Curate and Caffeinate,2023-10-24,4:00A.M.,"",Taeko Onuki,MIGNONNE,1978,Sony Music Entertainment (Japan),""
Curate and Caffeinate,2023-10-24,Tonadas de Ordeño,"",Soldedad Bravo,Arvolicos d'Almendra,1976,TOV Productions,""
Curate and Caffeinate,2023-10-24,UMDALI,"",Zoë Modiga,INGANEKWANE,2020,Yelloëwax Pty Ltd,""
Curate and Caffeinate,2023-10-24,Ulap,"",Rob Deniel,Ulap (single),2020,Self-published,""
Curate and Caffeinate,2023-10-24,幽霊 (Yurei),"",Betcover!!,時間 (Jikan),2021,Self-published,""
Curate and Caffeinate,2023-10-24,光るとき,"",Hitsujibungaku,光るとき(single),2022,F.C.L.S.,""
Curate and Caffeinate,2023-10-24,Mediocre,"",Ximena Sariñana,Mediocre,2008,Warner Music Mexico,""
Curate and Caffeinate,2023-10-24,fue mejor (feat. SZA),"",Kali Uchis,fue mejor (feat. SZA),2001,Universal Music Operations Limit,""
Curate and Caffeinate,2023-10-24,A Palé,"",Rosalía,A Palé (single),2019,Columbia Records,""
Curate and Caffeinate,2023-10-24,Masyado Pang Maanga,"",Ben&Ben,Masyado Pang Maaga,2019,Sony Music Entertainment Philipp,""
Curate and Caffeinate,2023-10-24,Swamp,"",Mid-Air Thief,Gongjoong Doduk,2015,THE VAULT,""
Margot's Morning Mixtape,2023-10-24,Two Weeks,4:06,Grizzly Bear,Veckatimest,2009,Warp Records,""
Margot's Morning Mixtape,2023-10-24,Sex,3:33,Quarters of Change,Into The Rift (Deluxe),2022,Elektra (NEK),""
Margot's Morning Mixtape,2023-10-24,Song 3,3:27,Inner Wave,Underwater Pipe Dreams,2017,Inner Wave,""
Margot's Morning Mixtape,2023-10-24,Weight of Love,6:50,The Black Keys,Turn Blue,2014,Nonesuch,""
Margot's Morning Mixtape,2023-10-24,Life Is Simple in the Moonlight,4:15,The Strokes,Angles,2011,RCA Records Label,""
Margot's Morning Mixtape,2023-10-24,Fireside,3:01,Arctic Monkeys,AM,2013,Domino Recording Co,""
Margot's Morning Mixtape,2023-10-24,Charcoal Baby,4:02,Blood Orange,Negro Swan,2018,Domino Recording Co,""
Margot's Morning Mixtape,2023-10-24,Plastic Beach (feat. Mick Jones and Paul Simonon),3:47,"Gorillaz, Mick Jones, Paul Simonon",Plastic Beach,2010,Parlophone UK,""
Margot's Morning Mixtape,2023-10-24,Different State of Mind,3:45,Kid Bloom,Different State of Mind,2016,Position Music,""
Margot's Morning Mixtape,2023-10-24,National Anthem,3:50,Lana Del Rey,Born To Die - The Paradise Edition,2012,Polydor Records,""
Margot's Morning Mixtape,2023-10-24,When It Lands,4:29,Rainbow Kitten Surprise,"How to: Friend, Love, Freefall",2018,Elektra (NEK),""
Margot's Morning Mixtape,2023-10-24,Roddy,4:12,Djo,Twenty Twenty,2019,Djo,""
Margot's Morning Mixtape,2023-10-24,Memory(Trees),4:16,Inner Wave,Apoptosis,2021,Inner Wave Music,""
Talks with Trish,2023-10-24,Everlong,4:10,Foo Fighters,The Colour And The Shape,1997,RCA Records Label,""
